

    0.199999999999999917E-02   -0.324043665168183384-315    0.220056152343750000E+01    0.541327621715044574E-01   -0.115795271396636963E+02    0.560009479522705078E-02
    0.199999999999999917E-02   -0.324043665168183384-315    0.548523426055908203E+00    0.192063624291808455E+01   -0.102920489311218262E+02    0.678541302680969238E+00
    0.199999999999999917E-02   -0.324043665168183384-315    0.296399879455566406E+01    0.282244610677088233E-03   -0.440191078186035156E+01    0.572602987289428711E+00
    0.199999999999999917E-02   -0.324043665168183384-315   -0.321876907348632812E+01    0.245042523898927195E-02   -0.955230283737182617E+01    0.281731867790222168E+01
    0.199999999999999917E-02   -0.324043665168183384-315    0.562121391296386719E+00    0.376097713838561613E+05   -0.465072178840637207E+01    0.105548930168151855E+01
    0.199999999999999917E-02   -0.324043665168183384-315   -0.187377500534057617E+01    0.427852673895947305E+03   -0.127406082153320312E+02    0.220130109786987305E+01
    0.199999999999999917E-02   -0.324043665168183384-315    0.378923511505126953E+01    0.514144648181041475E+03   -0.136572270393371582E+02    0.344187569618225098E+01
    0.199999999999999917E-02   -0.324043665168183384-315    0.331634759902954102E+01    0.583999849221691139E-01   -0.146024389266967773E+02    0.912405252456665039E-01
    0.199999999999999917E-02   -0.324043665168183384-315   -0.106244754791259766E+01    0.389164903591267066E+05   -0.106067535877227783E+02    0.468899059295654297E+01
    0.199999999999999917E-02   -0.324043665168183384-315    0.342387294769287109E+01    0.281106814739213068E-04   -0.131018681526184082E+02    0.223033046722412109E+01
    0.199999999999999917E-02   -0.139059035050429414-308   -0.812664031982421875E+00    0.239901265750074967E-05   -0.151257400512695312E+02    0.322641670703887939E+01
    0.199999999999999917E-02   -0.139059035050429414-308   -0.163568115234375000E+01    0.749422576755858942E-04   -0.107118210792541504E+02    0.248049902915954590E+01
    0.199999999999999917E-02   -0.139059035050429414-308    0.390830516815185547E+00    0.369803680805539670E+03   -0.474940562248229980E+01    0.425465941429138184E+01
    0.199999999999999917E-02   -0.139059035050429414-308    0.346326255798339844E+01    0.839687262266201641E-05   -0.140693802833557129E+02    0.393364369869232178E+01
    0.199999999999999917E-02   -0.139059035050429414-308   -0.368724155426025391E+01    0.980193971138508350E+05   -0.156201934814453125E+02    0.579577016830444336E+01
    0.199999999999999917E-02   -0.139059035050429414-308    0.167830896377563477E+01    0.955481898060539152E+03   -0.103860471248626709E+02    0.487319827079772949E+00
    0.199999999999999917E-02   -0.139059035050429414-308    0.387009143829345703E+00    0.153672330770426888E+05   -0.517647123336791992E+01    0.700874805450439453E+00
    0.199999999999999917E-02   -0.139059035050429414-308   -0.198923683166503906E+01    0.189357692758190387E+05   -0.121156492233276367E+02    0.300911843776702881E+01
    0.199999999999999917E-02   -0.139059035050429414-308   -0.366773986816406250E+01    0.244021071630028491E+05   -0.904746460914611816E+01    0.562962269783020020E+01
    0.199999999999999917E-02   -0.139059035050429414-308    0.866296291351318359E+00    0.129594193884261211E+01   -0.568472766876220703E+01    0.146326661109924316E+00
    0.199999999999999917E-02   -0.139059035050429414-308    0.650513172149658203E+00    0.756826988503349712E+06   -0.718140530586242676E+01    0.395446372032165527E+01
