    0.286221504211425808E-04    0.885260477269117982E+05    0.144200325012207031E+00   -0.220521347076193984E+14   -0.621460743175560815E+01    1
    0.442580580711364746E-01    0.983198507360128715E+05    0.132876753807067871E+00   -0.212529873841428945E+14   -0.621660743175561681E+01    1
    0.984230160713195912E-01    0.641287260181276506E+05    0.563730001449585030E-02   -0.175951295273216250E+14   -0.621860743175561392E+01    1
    0.171046912670135519E-01    0.504827772422309208E+05    0.683356404304504422E-01   -0.146829284435382676E+14   -0.622060743175561814E+01    1
    0.535667359828949016E-01    0.546706785424208865E+05    0.604731202125549372E-01   -0.142699471193436191E+14   -0.622260743175562414E+01    1
    0.559846520423889216E-01    0.666372212577293103E+05    0.133913445472717302E+00   -0.138749640760357363E+14   -0.622460743175562925E+01    1
    0.173418283462524435E-01    0.620256133864930016E+05    0.153625524044036871E+00   -0.138691337611948418E+14   -0.622660743175562548E+01    1
    0.990523278713226346E-01    0.519550812003999235E+05    0.223603010177612326E-01   -0.134976978408957461E+14   -0.622860743175562526E+01    1
    0.755390584468841608E-01    0.626525708341812933E+05    0.141518068313598644E+00   -0.121416932848927773E+14   -0.623060743175562948E+01    1
    0.968898475170135581E-01    0.648934203902017252E+05    0.142723512649536144E+00   -0.119353595147281719E+14   -0.623260743175562393E+01    1
    0.662428140640258789E-01    0.473967916027997053E+05    0.673407554626464927E-01   -0.116683722101562305E+14   -0.623460743175563081E+01    1
    0.790886223316192710E-01    0.620423856547000178E+05    0.173881089687347418E+00   -0.109348550755223848E+14   -0.623660743175562082E+01    1
    0.322274506092071547E-01    0.334966248270466385E+05    0.358868002891540513E-01   -0.101790795183701055E+14   -0.623860743175562416E+01    1
    0.255537450313568122E-01    0.446181516958734501E+05    0.138890326023101807E+00   -0.100931132856108184E+14   -0.624060743175563726E+01    1
    0.895943284034729087E-01    0.324900916558004792E+05    0.228292226791381864E-01   -0.863280097984507715E+13   -0.624260743175562549E+01    1
    0.607942759990692180E-01    0.349495456359669843E+05    0.817797899246215931E-01   -0.836275606764184570E+13   -0.624460743175562794E+01    1
    0.742084383964538574E-01    0.326372619710179461E+05    0.541452646255493192E-01   -0.818663435355082129E+13   -0.624660743175561439E+01    1
    0.646270215511322021E-01    0.388897727471349426E+05    0.123434436321258556E+00   -0.814830541493209961E+13   -0.624860743175559463E+01    1
    0.367989957332611126E-01    0.338359995257510018E+05    0.116549491882324219E+00   -0.785876026607723828E+13   -0.625060743175561750E+01    1
    0.343618750572204576E-01    0.204261494582131163E+05    0.473840355873107952E-01   -0.593090423604725391E+13   -0.625260743175562173E+01    1
    0.883715808391571100E-01    0.342613775752624788E+05    0.177216434478759788E+00   -0.586371660347044531E+13   -0.625460743175560463E+01    1
    0.992715954780578648E-02    0.225694754887108211E+05    0.125520229339599609E+00   -0.566499390666796484E+13   -0.625660743175562306E+01    1
    0.685081362724304227E-01    0.225057562327182313E+05    0.753034234046936063E-01   -0.537446269023731836E+13   -0.625860743175563883E+01    1
    0.943518280982971191E-01    0.303181325212803240E+05    0.164442968368530285E+00   -0.529347209982990527E+13   -0.626060743175564038E+01    1
    0.945143878459930448E-01    0.244355671120653642E+05    0.862242221832275474E-01   -0.529145273737790723E+13   -0.626260743175563128E+01    1
    0.932772696018219077E-01    0.239956520586538936E+05    0.995250701904296931E-01   -0.501541060983657422E+13   -0.626460743175563195E+01    1
    0.300717294216156020E-01    0.148165401865044169E+05    0.120190978050231934E-01   -0.491680993152821484E+13   -0.626660743175561752E+01    1
    0.138606131076812744E-01    0.133426176577284987E+05    0.104224324226379408E-01   -0.478093306810381836E+13   -0.626860743175560398E+01    1
    0.125106930732727054E-01    0.177828966056924946E+05    0.112697529792785647E+00   -0.458868125454480371E+13   -0.627060743175561264E+01    1
    0.383605480194091839E-01    0.133093130599919041E+05    0.144876241683959965E-02   -0.443358506726068262E+13   -0.627260743175561153E+01    1
    0.231998741626739530E-01    0.122157300512585680E+05    0.172270536422729497E-02   -0.432089056140205566E+13   -0.627460743175562907E+01    1
    0.871154487133026234E-01    0.174334393707141426E+05    0.557156324386596721E-01   -0.420984777800209766E+13   -0.627660743175563507E+01    1
    0.607645452022552504E-01    0.219114291477149309E+05    0.176361346244812034E+00   -0.400768170296289062E+13   -0.627860743175562508E+01    1
    0.835029065608978299E-01    0.136613880699253514E+05    0.744217634201049805E-02   -0.387437119260829443E+13   -0.628060743175561775E+01    1
    0.490304112434387235E-01    0.162558521573663547E+05    0.948233485221862821E-01   -0.387306823997761475E+13   -0.628260743175562553E+01    1
    0.102540552616119385E-01    0.138498908893792704E+05    0.973669290542602539E-01   -0.378804657549718506E+13   -0.628460743175561731E+01    1
    0.299089491367340102E-01    0.167291879410057772E+05    0.136288762092590332E+00   -0.375392665813143750E+13   -0.628660743175561265E+01    1
    0.886106908321380726E-01    0.185268524355702393E+05    0.115526950359344488E+00   -0.374201100193761865E+13   -0.628860743175561243E+01    1
    0.940855443477630615E-01    0.168367551859236482E+05    0.851685285568237332E-01   -0.366089485029161963E+13   -0.629060743175560244E+01    1
    0.175381004810333252E-01    0.171018774443434850E+05    0.178705644607543956E+00   -0.355596084257455811E+13   -0.629260743175560666E+01    1
    0.789034962654113804E-02    0.115036389411015971E+05    0.637121677398681668E-01   -0.354762101075326514E+13   -0.629460743175559845E+01    1
    0.169227242469787605E-01    0.162356961467268611E+05    0.174847280979156500E+00   -0.342110319080576172E+13   -0.629660743175561777E+01    1
    0.292986392974853536E-01    0.169048982769345712E+05    0.173666477203369141E+00   -0.341646769195541602E+13   -0.629860743175561844E+01    1
    0.945682525634765694E-02    0.155727961992752571E+05    0.182339489459991455E+00   -0.331253373902095312E+13   -0.630060743175561555E+01    1
    0.348752021789550809E-01    0.118951802395964241E+05    0.737968444824218806E-01   -0.316915205762564941E+13   -0.630260743175562688E+01    1
